"customer","recency_days","frequency","monetary","r_score","f_score","m_score","rfm_total","segment"
"15280.0",172,"3","406.22",3,3,2,8,"Needs Attention"
"15715.0",555,"5","658.02",1,4,3,8,"At Risk"
"14605.0",374,"4","936.31",2,3,3,8,"At Risk"
"17580.0",252,"5","542.32",2,4,2,8,"Needs Attention"
"16268.0",71,"2","667.65",3,2,3,8,"Needs Attention"
"15691.0",252,"4","571.30",2,4,2,8,"Needs Attention"
"18039.0",374,"4","579.17",2,4,2,8,"Needs Attention"
"14768.0",17,"2","192.60",5,2,1,8,"New Customers"
"16827.0",393,"5","387.18",2,4,2,8,"Needs Attention"
"15890.0",394,"5","535.65",2,4,2,8,"Needs Attention"
"13781.0",250,"3","778.83",2,3,3,8,"At Risk"
"15986.0",30,"2","354.42",4,2,2,8,"New Customers"
"14950.0",19,"1","371.20",4,2,2,8,"New Customers"
"13945.0",394,"2","854.15",2,3,3,8,"At Risk"
"12544.0",36,"1","316.70",4,2,2,8,"New Customers"
"16112.0",143,"4","195.74",3,4,1,8,"Needs Attention"
"17492.0",248,"3","1122.42",2,3,3,8,"At Risk"
"18218.0",211,"4","1142.00",2,3,3,8,"At Risk"
"18053.0",70,"3","571.07",3,3,2,8,"Needs Attention"
"15960.0",374,"4","410.95",2,4,2,8,"Needs Attention"
"16223.0",374,"2","1102.35",2,3,3,8,"At Risk"
"16862.0",547,"4","662.33",1,4,3,8,"At Risk"
"17301.0",21,"2","330.43",4,2,2,8,"New Customers"
"15004.0",147,"1","1245.93",3,1,4,8,"Needs Attention"
"14831.0",680,"3","1676.57",1,3,4,8,"At Risk"
"14722.0",147,"3","513.37",3,3,2,8,"Needs Attention"
"17756.0",375,"3","733.70",2,3,3,8,"At Risk"
"15879.0",404,"4","1157.30",2,3,3,8,"At Risk"
"15917.0",247,"5","560.63",2,4,2,8,"Needs Attention"
"16117.0",189,"3","654.40",2,3,3,8,"At Risk"
"16118.0",652,"1","4376.25",1,2,5,8,"Lost Customers"
"14488.0",67,"1","1064.28",3,2,3,8,"Needs Attention"
"12580.0",246,"2","962.90",2,3,3,8,"At Risk"
"12369.0",413,"3","1511.15",1,3,4,8,"At Risk"
"14873.0",210,"2","854.13",2,3,3,8,"At Risk"
"13189.0",18,"2","260.68",5,2,1,8,"New Customers"
"12405.0",148,"1","1390.39",3,1,4,8,"Needs Attention"
"12601.0",189,"6","573.26",2,4,2,8,"Needs Attention"
"15109.0",245,"3","983.10",2,3,3,8,"At Risk"
"17708.0",187,"4","887.93",2,3,3,8,"At Risk"
"13921.0",402,"4","730.70",2,3,3,8,"At Risk"
"18121.0",149,"2","673.10",3,2,3,8,"Needs Attention"
"14968.0",30,"2","501.24",4,2,2,8,"New Customers"
"14924.0",245,"3","931.01",2,3,3,8,"At Risk"
"14510.0",375,"3","1007.28",2,3,3,8,"At Risk"
"14248.0",318,"3","1032.95",2,3,3,8,"At Risk"
"15246.0",238,"3","780.40",2,3,3,8,"At Risk"
"13792.0",66,"3","383.95",3,3,2,8,"Needs Attention"
"15045.0",151,"2","735.66",3,2,3,8,"Needs Attention"
"14520.0",1,"2","270.60",5,2,1,8,"New Customers"
"15127.0",65,"2","711.50",3,2,3,8,"Needs Attention"
"13713.0",408,"3","743.26",2,3,3,8,"At Risk"
"12895.0",42,"2","372.80",4,2,2,8,"New Customers"
"17647.0",65,"3","331.66",3,3,2,8,"Needs Attention"
"14182.0",443,"4","678.77",1,4,3,8,"At Risk"
"17839.0",42,"1","338.80",4,2,2,8,"New Customers"
"13754.0",151,"3","447.05",3,3,2,8,"Needs Attention"
"13404.0",1,"2","252.49",5,2,1,8,"New Customers"
"13642.0",215,"4","514.72",2,4,2,8,"Needs Attention"
"14552.0",151,"3","511.28",3,3,2,8,"Needs Attention"
"16977.0",395,"4","496.00",2,4,2,8,"Needs Attention"
"16643.0",245,"2","923.11",2,3,3,8,"At Risk"
"12960.0",413,"4","1322.07",1,3,4,8,"At Risk"
"15837.0",64,"2","777.01",3,2,3,8,"Needs Attention"
"12605.0",376,"3","1124.95",2,3,3,8,"At Risk"
"16947.0",235,"4","946.71",2,3,3,8,"At Risk"
"17403.0",36,"2","400.57",4,2,2,8,"New Customers"
"12832.0",32,"2","383.03",4,2,2,8,"New Customers"
"13955.0",154,"3","545.17",3,3,2,8,"Needs Attention"
"13422.0",64,"1","2626.30",3,1,4,8,"Needs Attention"
"14785.0",10,"2","77.40",5,2,1,8,"New Customers"
"16623.0",245,"4","1015.24",2,3,3,8,"At Risk"
"16227.0",225,"3","1027.22",2,3,3,8,"At Risk"
"12532.0",30,"1","313.83",4,2,2,8,"New Customers"
"12781.0",63,"2","786.74",3,2,3,8,"Needs Attention"
"12897.0",204,"4","514.25",2,4,2,8,"Needs Attention"
"16608.0",453,"2","1288.72",1,3,4,8,"At Risk"
"12519.0",63,"2","636.54",3,2,3,8,"Needs Attention"
"17078.0",36,"2","375.86",4,2,2,8,"New Customers"
"17363.0",395,"3","940.86",2,3,3,8,"At Risk"
"16852.0",10,"2","144.91",5,2,1,8,"New Customers"
"12492.0",63,"3","607.21",3,3,2,8,"Needs Attention"
"14636.0",36,"2","609.85",4,2,2,8,"New Customers"
"17447.0",40,"2","541.53",4,2,2,8,"New Customers"
"15512.0",155,"4","331.58",3,3,2,8,"Needs Attention"
"13699.0",155,"2","764.15",3,2,3,8,"Needs Attention"
"17379.0",11,"1","404.66",5,1,2,8,"New Customers"
"12984.0",18,"1","97.50",5,2,1,8,"New Customers"
"17806.0",11,"1","546.04",5,1,2,8,"New Customers"
"14564.0",434,"2","2605.62",1,3,4,8,"At Risk"
"17332.0",528,"5","827.77",1,4,3,8,"At Risk"
"13891.0",378,"3","863.56",2,3,3,8,"At Risk"
"15210.0",225,"3","1176.19",2,3,3,8,"At Risk"
"17003.0",402,"4","830.16",2,3,3,8,"At Risk"
"16380.0",61,"1","1780.59",3,1,4,8,"Needs Attention"
"17952.0",378,"4","819.61",2,3,3,8,"At Risk"
"17440.0",156,"4","323.58",3,3,2,8,"Needs Attention"
"16254.0",378,"3","985.14",2,3,3,8,"At Risk"
"16921.0",61,"3","446.67",3,3,2,8,"Needs Attention"
"15258.0",168,"2","623.16",3,2,3,8,"Needs Attention"
"15334.0",156,"3","348.72",3,3,2,8,"Needs Attention"
"14326.0",242,"3","940.98",2,3,3,8,"At Risk"
"17359.0",11,"2","284.46",5,2,1,8,"New Customers"
"12607.0",60,"1","1579.51",3,1,4,8,"Needs Attention"
"16138.0",378,"3","910.35",2,3,3,8,"At Risk"
"15390.0",396,"2","1216.66",2,3,3,8,"At Risk"
"13613.0",452,"5","1039.85",1,4,3,8,"At Risk"
"17132.0",452,"2","1272.80",1,3,4,8,"At Risk"
"13666.0",60,"5","127.05",3,4,1,8,"Needs Attention"
"14616.0",242,"5","527.78",2,4,2,8,"Needs Attention"
"15084.0",379,"2","965.20",2,3,3,8,"At Risk"
"13484.0",241,"3","790.72",2,3,3,8,"At Risk"
"16860.0",452,"3","1610.62",1,3,4,8,"At Risk"
"12479.0",11,"1","473.20",5,1,2,8,"New Customers"
"18005.0",3,"2","249.72",5,2,1,8,"New Customers"
"15721.0",11,"1","507.08",5,1,2,8,"New Customers"
"16526.0",171,"2","717.21",3,2,3,8,"Needs Attention"
"14695.0",519,"3","1620.07",1,3,4,8,"At Risk"
"17462.0",60,"2","675.69",3,2,3,8,"Needs Attention"
"12478.0",3,"1","545.99",5,1,2,8,"New Customers"
"16776.0",60,"2","619.85",3,2,3,8,"Needs Attention"
"16231.0",379,"4","1078.22",2,3,3,8,"At Risk"
"17746.0",240,"4","904.18",2,3,3,8,"At Risk"
"13288.0",443,"5","927.61",1,4,3,8,"At Risk"
"17342.0",379,"4","1227.54",2,3,3,8,"At Risk"
"15248.0",411,"3","1893.93",1,3,4,8,"At Risk"
"12926.0",411,"4","1548.08",1,3,4,8,"At Risk"
"15420.0",434,"6","743.00",1,4,3,8,"At Risk"
"13283.0",59,"4","373.36",3,3,2,8,"Needs Attention"
"18082.0",25,"1","703.37",4,1,3,8,"New Customers"
"13074.0",511,"4","1378.74",1,3,4,8,"At Risk"
"17985.0",22,"1","634.95",4,1,3,8,"New Customers"
"15617.0",396,"3","828.55",2,3,3,8,"At Risk"
"14093.0",12,"1","442.85",5,1,2,8,"New Customers"
"14370.0",450,"6","1175.78",1,4,3,8,"At Risk"
"17489.0",58,"2","376.64",4,2,2,8,"New Customers"
"15458.0",25,"2","370.44",4,2,2,8,"New Customers"
"17167.0",379,"3","867.11",2,3,3,8,"At Risk"
"17658.0",25,"2","595.42",4,2,2,8,"New Customers"
"13371.0",505,"2","2297.66",1,3,4,8,"At Risk"
"16936.0",25,"2","551.17",4,2,2,8,"New Customers"
"18117.0",25,"1","319.47",4,2,2,8,"New Customers"
"17998.0",380,"3","639.24",2,3,3,8,"At Risk"
"14416.0",22,"2","490.22",4,2,2,8,"New Customers"
"17635.0",424,"3","1265.58",1,3,4,8,"At Risk"
"13978.0",14,"2","196.79",5,2,1,8,"New Customers"
"15946.0",502,"3","2304.18",1,3,4,8,"At Risk"
"17793.0",25,"1","323.04",4,2,2,8,"New Customers"
"16894.0",502,"3","1324.06",1,3,4,8,"At Risk"
"13201.0",502,"4","1240.61",1,3,4,8,"At Risk"
"16431.0",213,"3","642.81",2,3,3,8,"At Risk"
"17277.0",227,"2","1065.35",2,3,3,8,"At Risk"
"15780.0",183,"3","475.28",3,3,2,8,"Needs Attention"
"12878.0",236,"2","854.99",2,3,3,8,"At Risk"
"12571.0",39,"2","519.61",4,2,2,8,"New Customers"
"15010.0",35,"1","308.94",4,2,2,8,"New Customers"
"14975.0",57,"2","472.39",4,2,2,8,"New Customers"
"13433.0",501,"4","658.32",1,4,3,8,"At Risk"
"15667.0",39,"1","301.32",4,2,2,8,"New Customers"
"13474.0",236,"3","663.79",2,3,3,8,"At Risk"
"13930.0",57,"2","337.34",4,2,2,8,"New Customers"
"12805.0",381,"4","1230.95",2,3,3,8,"At Risk"
"16318.0",35,"1","328.15",4,2,2,8,"New Customers"
"15597.0",35,"2","563.37",4,2,2,8,"New Customers"
"12813.0",501,"3","1621.80",1,3,4,8,"At Risk"
"13686.0",182,"3","409.04",3,3,2,8,"Needs Attention"
"17127.0",428,"5","1155.03",1,4,3,8,"At Risk"
"14202.0",381,"3","847.76",2,3,3,8,"At Risk"
"16413.0",56,"2","528.98",4,2,2,8,"New Customers"
"12552.0",39,"1","317.82",4,2,2,8,"New Customers"
"17274.0",35,"2","577.38",4,2,2,8,"New Customers"
"14946.0",14,"1","100.90",5,2,1,8,"New Customers"
"15423.0",38,"3","266.89",4,3,1,8,"Needs Attention"
"16971.0",38,"1","357.21",4,2,2,8,"New Customers"
"17892.0",56,"3","244.10",4,3,1,8,"Needs Attention"
"15151.0",423,"2","2085.61",1,3,4,8,"At Risk"
"17105.0",159,"2","665.78",3,2,3,8,"Needs Attention"
"16674.0",54,"2","319.61",4,2,2,8,"New Customers"
"17713.0",382,"4","1198.09",2,3,3,8,"At Risk"
"14780.0",54,"2","447.68",4,2,2,8,"New Customers"
"15377.0",382,"4","1211.75",2,3,3,8,"At Risk"
"12944.0",35,"2","604.51",4,2,2,8,"New Customers"
"15545.0",54,"2","428.05",4,2,2,8,"New Customers"
"18026.0",500,"2","2074.07",1,3,4,8,"At Risk"
"16052.0",54,"1","362.06",4,2,2,8,"New Customers"
"14823.0",180,"3","321.43",3,3,2,8,"Needs Attention"
"16787.0",397,"4","1035.43",2,3,3,8,"At Risk"
"15792.0",399,"2","933.84",2,3,3,8,"At Risk"
"13976.0",206,"4","1192.36",2,3,3,8,"At Risk"
"16545.0",164,"2","689.82",3,2,3,8,"Needs Attention"
"13855.0",500,"4","1310.34",1,3,4,8,"At Risk"
"13833.0",159,"2","701.36",3,2,3,8,"Needs Attention"
"12639.0",238,"3","1072.37",2,3,3,8,"At Risk"
"15064.0",410,"4","1254.41",1,3,4,8,"At Risk"
"12508.0",26,"2","398.27",4,2,2,8,"New Customers"
"15429.0",26,"2","397.35",4,2,2,8,"New Customers"
"13221.0",240,"2","844.86",2,3,3,8,"At Risk"
"15887.0",406,"3","1027.15",2,3,3,8,"At Risk"
"15069.0",179,"1","1109.53",3,2,3,8,"Needs Attention"
"16423.0",24,"1","346.12",4,2,2,8,"New Customers"
"12384.0",28,"2","425.27",4,2,2,8,"New Customers"
"13923.0",53,"1","351.13",4,2,2,8,"New Customers"
"15598.0",53,"2","548.02",4,2,2,8,"New Customers"
"16834.0",227,"2","898.96",2,3,3,8,"At Risk"
"17408.0",163,"3","316.09",3,3,2,8,"Needs Attention"
"13594.0",52,"2","533.32",4,2,2,8,"New Customers"
"15736.0",435,"2","1815.72",1,3,4,8,"At Risk"
"15725.0",15,"1","415.25",5,1,2,8,"New Customers"
"15077.0",494,"2","2428.08",1,3,4,8,"At Risk"
"12874.0",385,"2","873.42",2,3,3,8,"At Risk"
"17529.0",610,"2","1240.25",1,3,4,8,"At Risk"
"15798.0",492,"3","1535.37",1,3,4,8,"At Risk"
"13696.0",421,"3","2020.40",1,3,4,8,"At Risk"
"16189.0",15,"2","215.48",5,2,1,8,"New Customers"
"12629.0",385,"2","1198.22",2,3,3,8,"At Risk"
"16597.0",4,"1","90.04",5,2,1,8,"New Customers"
"17357.0",24,"2","388.14",4,2,2,8,"New Customers"
"17683.0",385,"3","819.01",2,3,3,8,"At Risk"
"17824.0",51,"1","298.40",4,2,2,8,"New Customers"
"17973.0",51,"1","337.04",4,2,2,8,"New Customers"
"16228.0",385,"3","890.81",2,3,3,8,"At Risk"
"13153.0",5,"1","486.22",5,1,2,8,"New Customers"
"13970.0",386,"2","846.55",2,3,3,8,"At Risk"
"14517.0",33,"2","330.45",4,2,2,8,"New Customers"
"13058.0",24,"3","271.40",4,3,1,8,"Needs Attention"
"13066.0",24,"2","470.80",4,2,2,8,"New Customers"
"12596.0",51,"2","450.27",4,2,2,8,"New Customers"
"14799.0",51,"2","338.15",4,2,2,8,"New Customers"
"17510.0",24,"2","514.56",4,2,2,8,"New Customers"
"16826.0",51,"1","341.70",4,2,2,8,"New Customers"
"13996.0",386,"2","895.76",2,3,3,8,"At Risk"
"16123.0",51,"1","307.78",4,2,2,8,"New Customers"
"13904.0",37,"2","332.64",4,2,2,8,"New Customers"
"13783.0",487,"4","1542.09",1,3,4,8,"At Risk"
"15524.0",24,"2","591.40",4,2,2,8,"New Customers"
"15121.0",50,"2","457.72",4,2,2,8,"New Customers"
"14923.0",50,"1","749.10",4,1,3,8,"New Customers"
"17421.0",386,"3","1059.41",2,3,3,8,"At Risk"
"16433.0",28,"2","384.52",4,2,2,8,"New Customers"
"14354.0",5,"2","163.62",5,2,1,8,"New Customers"
"15817.0",420,"3","2766.40",1,3,4,8,"At Risk"
"15432.0",23,"2","320.76",4,2,2,8,"New Customers"
"12445.0",22,"2","378.98",4,2,2,8,"New Customers"
"16505.0",31,"1","777.60",4,1,3,8,"New Customers"
"16644.0",177,"2","833.78",3,2,3,8,"Needs Attention"
"17637.0",31,"2","547.06",4,2,2,8,"New Customers"
"15275.0",37,"1","615.14",4,1,3,8,"New Customers"
"14495.0",50,"3","174.80",4,3,1,8,"Needs Attention"
"15153.0",31,"1","329.25",4,2,2,8,"New Customers"
"17536.0",177,"3","364.83",3,3,2,8,"Needs Attention"
"16707.0",400,"4","551.11",2,4,2,8,"Needs Attention"
"12556.0",50,"2","603.71",4,2,2,8,"New Customers"
"17310.0",387,"2","1025.10",2,3,3,8,"At Risk"
"18286.0",476,"2","1296.43",1,3,4,8,"At Risk"
"18040.0",19,"2","357.20",4,2,2,8,"New Customers"
"15003.0",473,"6","1060.70",1,4,3,8,"At Risk"
"16855.0",23,"2","328.40",4,2,2,8,"New Customers"
"13361.0",472,"2","1450.50",1,3,4,8,"At Risk"
"12591.0",317,"3","1128.15",2,3,3,8,"At Risk"
"12603.0",21,"1","613.20",4,1,3,8,"New Customers"
"13795.0",388,"4","836.30",2,3,3,8,"At Risk"
"14065.0",389,"3","891.02",2,3,3,8,"At Risk"
"12617.0",29,"1","355.53",4,2,2,8,"New Customers"
"15219.0",176,"2","685.45",3,2,3,8,"Needs Attention"
"13606.0",29,"3","280.54",4,3,1,8,"Needs Attention"
"15876.0",409,"2","1449.14",1,3,4,8,"At Risk"
"14765.0",29,"3","254.11",4,3,1,8,"Needs Attention"
"13922.0",351,"3","865.20",2,3,3,8,"At Risk"
"15396.0",112,"2","796.38",3,2,3,8,"Needs Attention"
"13304.0",351,"4","1217.99",2,3,3,8,"At Risk"
"17963.0",471,"4","651.51",1,4,3,8,"At Risk"
"16763.0",198,"2","964.70",2,3,3,8,"At Risk"
"16739.0",176,"2","786.43",3,2,3,8,"Needs Attention"
"15562.0",351,"3","673.38",2,3,3,8,"At Risk"
"12593.0",108,"3","382.10",3,3,2,8,"Needs Attention"
"16471.0",274,"4","1189.98",2,3,3,8,"At Risk"
"15160.0",357,"4","589.27",2,4,2,8,"Needs Attention"
"18018.0",108,"4","297.99",3,3,2,8,"Needs Attention"
"14350.0",274,"3","972.03",2,3,3,8,"At Risk"
"16296.0",626,"4","1313.67",1,3,4,8,"At Risk"
"16766.0",273,"2","1145.60",2,3,3,8,"At Risk"
"15934.0",417,"2","2190.66",1,3,4,8,"At Risk"
"16927.0",115,"3","543.05",3,3,2,8,"Needs Attention"
"15522.0",32,"2","398.84",4,2,2,8,"New Customers"
"16854.0",417,"2","1408.96",1,3,4,8,"At Risk"
"17111.0",47,"2","476.58",4,2,2,8,"New Customers"
"14009.0",198,"3","1099.91",2,3,3,8,"At Risk"
"12866.0",283,"3","1092.35",2,3,3,8,"At Risk"
"13166.0",283,"2","884.18",2,3,3,8,"At Risk"
"16309.0",106,"2","706.57",3,2,3,8,"Needs Attention"
"18249.0",17,"1","95.34",5,2,1,8,"New Customers"
"16902.0",116,"1","1706.88",3,1,4,8,"Needs Attention"
"13592.0",35,"4","247.96",4,3,1,8,"Needs Attention"
"16392.0",269,"3","761.80",2,3,3,8,"At Risk"
"17691.0",358,"4","780.05",2,3,3,8,"At Risk"
"17740.0",389,"6","426.90",2,4,2,8,"Needs Attention"
"14658.0",5,"2","247.15",5,2,1,8,"New Customers"
"13684.0",285,"4","596.98",2,4,2,8,"Needs Attention"
"15277.0",46,"2","476.34",4,2,2,8,"New Customers"
"16943.0",211,"3","816.73",2,3,3,8,"At Risk"
"12361.0",287,"4","451.25",2,4,2,8,"Needs Attention"
"12945.0",288,"2","900.11",2,3,3,8,"At Risk"
"16997.0",288,"3","702.00",2,3,3,8,"At Risk"
"13299.0",268,"3","1218.70",2,3,3,8,"At Risk"
"12837.0",173,"2","688.41",3,2,3,8,"Needs Attention"
"13295.0",359,"4","1101.97",2,3,3,8,"At Risk"
"17525.0",359,"3","1161.90",2,3,3,8,"At Risk"
"13261.0",268,"2","944.10",2,3,3,8,"At Risk"
"13449.0",23,"1","291.88",4,2,2,8,"New Customers"
"15690.0",4,"2","239.76",5,2,1,8,"New Customers"
"16780.0",100,"3","605.55",3,3,2,8,"Needs Attention"
"15689.0",119,"3","521.03",3,3,2,8,"Needs Attention"
"15303.0",290,"3","1224.18",2,3,3,8,"At Risk"
"16838.0",197,"4","1159.61",2,3,3,8,"At Risk"
"13948.0",360,"4","548.76",2,4,2,8,"Needs Attention"
"15829.0",99,"2","636.14",3,2,3,8,"Needs Attention"
"17544.0",390,"3","960.69",2,3,3,8,"At Risk"
"17548.0",233,"4","731.26",2,3,3,8,"At Risk"
"16050.0",173,"3","300.70",3,3,2,8,"Needs Attention"
"17936.0",5,"1","389.84",5,1,2,8,"New Customers"
"12981.0",29,"2","372.22",4,2,2,8,"New Customers"
"16300.0",430,"3","1392.43",1,3,4,8,"At Risk"
"14909.0",437,"3","1404.68",1,3,4,8,"At Risk"
"16999.0",23,"2","484.82",4,2,2,8,"New Customers"
"17309.0",95,"3","330.59",3,3,2,8,"Needs Attention"
"14413.0",362,"4","770.37",2,3,3,8,"At Risk"
"17239.0",312,"4","1189.45",2,3,3,8,"At Risk"
"17251.0",362,"3","812.43",2,3,3,8,"At Risk"
"15314.0",199,"3","820.45",2,3,3,8,"At Risk"
"16356.0",197,"6","415.87",2,4,2,8,"Needs Attention"
"17334.0",302,"3","635.15",2,3,3,8,"At Risk"
"14672.0",234,"4","1113.14",2,3,3,8,"At Risk"
"15970.0",303,"2","1017.32",2,3,3,8,"At Risk"
"17339.0",94,"3","362.36",3,3,2,8,"Needs Attention"
"18104.0",37,"1","754.64",4,1,3,8,"New Customers"
"14600.0",305,"2","865.17",2,3,3,8,"At Risk"
"16565.0",364,"4","773.05",2,3,3,8,"At Risk"
"18248.0",122,"2","804.02",3,2,3,8,"Needs Attention"
"15723.0",364,"4","947.65",2,3,3,8,"At Risk"
"12785.0",364,"3","904.40",2,3,3,8,"At Risk"
"13745.0",162,"2","777.36",3,2,3,8,"Needs Attention"
"17901.0",29,"3","260.08",4,3,1,8,"Needs Attention"
"15695.0",266,"4","1131.04",2,3,3,8,"At Risk"
"17344.0",46,"2","468.11",4,2,2,8,"New Customers"
"14048.0",305,"3","748.69",2,3,3,8,"At Risk"
"17880.0",364,"3","824.92",2,3,3,8,"At Risk"
"12793.0",334,"3","849.33",2,3,3,8,"At Risk"
"13809.0",305,"3","679.70",2,3,3,8,"At Risk"
"15092.0",215,"3","776.46",2,3,3,8,"At Risk"
"13441.0",91,"2","720.90",3,2,3,8,"Needs Attention"
"12956.0",306,"4","521.89",2,4,2,8,"Needs Attention"
"12535.0",91,"2","716.35",3,2,3,8,"Needs Attention"
"14355.0",365,"3","1014.45",2,3,3,8,"At Risk"
"17392.0",306,"3","620.56",2,3,3,8,"At Risk"
"17137.0",416,"6","1133.63",1,4,3,8,"At Risk"
"14079.0",124,"2","618.73",3,2,3,8,"Needs Attention"
"14500.0",88,"3","356.85",3,3,2,8,"Needs Attention"
"15945.0",365,"4","827.27",2,3,3,8,"At Risk"
"17456.0",365,"2","1225.42",2,3,3,8,"At Risk"
"14932.0",365,"2","1029.66",2,3,3,8,"At Risk"
"15717.0",234,"5","607.00",2,4,2,8,"Needs Attention"
"14746.0",406,"4","593.50",2,4,2,8,"Needs Attention"
"17374.0",218,"3","727.11",2,3,3,8,"At Risk"
"13543.0",634,"2","1439.61",1,3,4,8,"At Risk"
"12410.0",308,"3","773.71",2,3,3,8,"At Risk"
"13817.0",29,"2","328.98",4,2,2,8,"New Customers"
"17037.0",87,"1","1267.32",3,1,4,8,"Needs Attention"
"14528.0",37,"1","364.22",4,2,2,8,"New Customers"
"17226.0",308,"3","900.12",2,3,3,8,"At Risk"
"15881.0",312,"5","501.39",2,4,2,8,"Needs Attention"
"16679.0",366,"3","793.06",2,3,3,8,"At Risk"
"15973.0",366,"2","973.44",2,3,3,8,"At Risk"
"16391.0",400,"4","1100.21",2,3,3,8,"At Risk"
"13877.0",86,"3","449.68",3,3,2,8,"Needs Attention"
"15104.0",196,"2","1027.44",2,3,3,8,"At Risk"
"17898.0",85,"4","299.18",3,3,2,8,"Needs Attention"
"16056.0",45,"1","664.85",4,1,3,8,"New Customers"
"17223.0",310,"3","803.53",2,3,3,8,"At Risk"
"17912.0",310,"6","372.55",2,4,2,8,"Needs Attention"
"15205.0",85,"2","653.24",3,2,3,8,"Needs Attention"
"15158.0",45,"2","606.02",4,2,2,8,"New Customers"
"16250.0",261,"3","791.38",2,3,3,8,"At Risk"
"12811.0",261,"4","893.90",2,3,3,8,"At Risk"
"14423.0",218,"3","916.61",2,3,3,8,"At Risk"
"17051.0",194,"4","714.39",2,3,3,8,"At Risk"
"14778.0",127,"2","730.86",3,2,3,8,"Needs Attention"
"14549.0",311,"4","916.55",2,3,3,8,"At Risk"
"15180.0",367,"3","904.43",2,3,3,8,"At Risk"
"16567.0",194,"2","865.60",2,3,3,8,"At Risk"
"16313.0",3,"2","274.15",5,2,1,8,"New Customers"
"17110.0",165,"3","510.70",3,3,2,8,"Needs Attention"
"13563.0",84,"2","777.53",3,2,3,8,"Needs Attention"
"16573.0",84,"2","663.61",3,2,3,8,"Needs Attention"
"16324.0",128,"3","428.68",3,3,2,8,"Needs Attention"
"16708.0",45,"1","656.63",4,1,3,8,"New Customers"
"17860.0",368,"4","1015.54",2,3,3,8,"At Risk"
"13067.0",82,"3","508.51",3,3,2,8,"Needs Attention"
"15947.0",82,"1","1708.24",3,1,4,8,"Needs Attention"
"13360.0",431,"4","1553.65",1,3,4,8,"At Risk"
"12373.0",311,"3","927.65",2,3,3,8,"At Risk"
"12652.0",331,"2","891.03",2,3,3,8,"At Risk"
"12590.0",211,"1","9341.26",2,1,5,8,"Lost Customers"
"12355.0",214,"2","947.61",2,3,3,8,"At Risk"
"12426.0",194,"2","1201.21",2,3,3,8,"At Risk"
"14813.0",369,"4","1090.87",2,3,3,8,"At Risk"
"16769.0",260,"4","1141.75",2,3,3,8,"At Risk"
"13916.0",463,"4","1275.81",1,3,4,8,"At Risk"
"13042.0",598,"3","1556.54",1,3,4,8,"At Risk"
"17024.0",45,"3","95.85",4,3,1,8,"Needs Attention"
"13850.0",129,"1","1595.48",3,1,4,8,"Needs Attention"
"13075.0",129,"1","919.61",3,2,3,8,"Needs Attention"
"13512.0",260,"4","713.39",2,3,3,8,"At Risk"
"17681.0",597,"5","731.20",1,4,3,8,"At Risk"
"13452.0",259,"3","729.80",2,3,3,8,"At Risk"
"12534.0",130,"1","981.18",3,2,3,8,"Needs Attention"
"16624.0",80,"2","810.57",3,2,3,8,"Needs Attention"
"12587.0",7,"1","104.00",5,2,1,8,"New Customers"
"14598.0",44,"2","384.04",4,2,2,8,"New Customers"
"15888.0",80,"3","423.49",3,3,2,8,"Needs Attention"
"14356.0",79,"2","701.23",3,2,3,8,"Needs Attention"
"14887.0",79,"1","1862.00",3,1,4,8,"Needs Attention"
"13816.0",23,"2","499.67",4,2,2,8,"New Customers"
"13479.0",200,"4","851.37",2,3,3,8,"At Risk"
"14199.0",218,"4","1091.70",2,3,3,8,"At Risk"
"13368.0",256,"4","1121.50",2,3,3,8,"At Risk"
"18174.0",7,"2","162.50",5,2,1,8,"New Customers"
"12550.0",79,"1","824.83",3,2,3,8,"Needs Attention"
"15447.0",330,"5","492.88",2,4,2,8,"Needs Attention"
"14942.0",401,"4","746.56",2,3,3,8,"At Risk"
"13108.0",372,"2","1098.52",2,3,3,8,"At Risk"
"17021.0",442,"6","1182.22",1,4,3,8,"At Risk"
"12962.0",7,"2","266.39",5,2,1,8,"New Customers"
"15539.0",7,"1","538.46",5,1,2,8,"New Customers"
"15821.0",44,"2","570.96",4,2,2,8,"New Customers"
"13070.0",192,"4","751.70",2,3,3,8,"At Risk"
"16781.0",372,"2","934.25",2,3,3,8,"At Risk"
"18282.0",7,"2","178.05",5,2,1,8,"New Customers"
"15363.0",372,"2","1004.11",2,3,3,8,"At Risk"
"16810.0",192,"2","842.04",2,3,3,8,"At Risk"
"16715.0",78,"2","625.52",3,2,3,8,"Needs Attention"
"15070.0",372,"3","843.25",2,3,3,8,"At Risk"
"17028.0",581,"3","1593.83",1,3,4,8,"At Risk"
"13407.0",578,"3","2244.70",1,3,4,8,"At Risk"
"14283.0",463,"4","628.44",1,4,3,8,"At Risk"
"14960.0",8,"2","221.27",5,2,1,8,"New Customers"
"12545.0",75,"2","832.39",3,2,3,8,"Needs Attention"
"17761.0",32,"1","712.78",4,1,3,8,"New Customers"
"18155.0",75,"3","371.62",3,3,2,8,"Needs Attention"
"18108.0",254,"3","848.81",2,3,3,8,"At Risk"
"15516.0",44,"3","62.43",4,3,1,8,"Needs Attention"
"16342.0",75,"4","322.41",3,3,2,8,"Needs Attention"
"13730.0",135,"2","752.60",3,2,3,8,"Needs Attention"
"16088.0",575,"2","1437.43",1,3,4,8,"At Risk"
